	500	2	
65	2.23576152183063	1.31508070820261	0
66	2.19658199052724	1.88339522581601	0
67	3.1268097377774	2.97094257490321	0
68	3.64860614694204	2.89899192653727	0
69	2.90873619586344	2.5521681129897	0
70	1.57547354514194	2.09682011884877	0
71	2.03912663449134	2.05804525905007	0
72	3.14100213376845	2.67886192550187	0
73	1.8269875380539	2.38409426356145	0
74	1.77317540890419	2.01298634894903	0
75	3.3319456739895	2.97467962844565	0
76	2.80192833454846	2.86709852299714	0
77	1.96058324595905	2.56418087432455	0
78	2.4807355066201	2.37012869785861	0
79	2.78586267294145	2.61460315008205	0
80	2.07011042632907	1.7517190972676	0
81	3.34274725157278	2.87253918946538	0
82	2.1724545411337	2.32546155739125	0
83	3.23418561588381	3.35308192650936	0
84	2.94438074743927	2.78527002304808	0
85	3.12467256872746	3.26199303899201	0
86	3.1931737092756	2.58460042722136	0
87	1.67102314737212	1.88460384879632	0
88	3.20508044931536	3.33998713541987	0
89	1.92211186696816	2.01404133555744	0
90	2.86357200649555	2.52885353875514	0
91	2.11435390155525	1.75884699656657	0
92	2.14182256946317	1.94433122487121	0
93	2.74183922452697	2.8908129156355	0
94	2.27507108455509	2.32450549308156	0
95	2.32978421907539	1.77939529536252	0
96	1.6271856018236	2.10984792531613	0
97	3.08820415162359	2.96180639411365	0
98	3.11709630856926	3.43396974942143	0
99	3.27408671141645	2.94144604966387	0
100	2.83307181985736	3.42048043501828	0
101	2.15351984258652	2.23055166789163	0
102	2.57597917442099	1.73499604431961	0
103	1.56102735414057	2.11273361545148	0
104	3.00925143047754	3.19197560193318	0
105	3.35033620782299	2.89740455158553	0
106	2.76525460683055	3.25425524785331	0
107	2.00965763796005	1.58582122441951	0
108	2.47078767426406	1.66306023471439	0
109	2.04166837384313	2.15875785922303	0
110	1.90316829564801	1.92442431235617	0
111	2.1600328815244	1.59576098892229	0
112	3.11204882110583	3.42404539320704	0
113	2.07826692541273	1.78647606517457	0
114	1.93299915726216	2.2006140989491	0
115	2.98563262038365	2.9021957369565	0
116	2.34113296202562	1.82763770386252	0
117	2.90861222750349	3.23452313522641	0
118	1.90119275433641	1.71014487090002	0
119	2.07158592222307	2.15221095861886	0
120	1.60426540066623	2.1525948447768	0
121	1.79665893519895	1.63339391804937	0
122	1.99607947209936	2.04023204207456	0
123	3.04949182248624	3.27048380461932	0
124	1.72390416514289	2.01304126981524	0
125	3.04876742428784	2.5546092860736	0
126	2.67532831945923	3.31901883650155	0
127	2.85214933304797	3.28110479612759	0
128	2.90960017980459	3.26614628403196	0
129	3.46239781166991	2.94645833594998	0
130	3.23260212402778	2.95617089941824	0
131	2.83536175829875	2.871441508515	0
132	1.74251617917276	1.91251415885272	0
133	2.1563078627568	1.59948558609831	0
134	2.79562672559594	2.64966317674017	0
135	2.86687752019773	3.16126381836497	0
136	1.71066118520229	1.92192693721858	0
137	1.96601257483042	2.28422284065067	0
138	2.09976158641003	1.30685181089334	0
139	1.67678577256914	2.0667627173373	0
140	2.23237627786988	2.14555614784948	0
141	3.16764261257773	2.82312357562236	0
142	2.09270625032028	2.03551545129681	0
143	3.23409963588811	2.86858985172451	0
144	2.80947137201938	2.77805496584102	0
145	2.63456682793465	2.82914005830283	0
146	2.93089178874604	2.93510575454149	0
147	3.04098214311315	3.0240803389803	0
148	2.22754472702315	2.07930455379783	0
149	3.18884892391583	3.21685185283873	0
150	2.01143962932536	1.95320403749354	0
151	3.08250877862758	3.55648608293456	0
152	3.01289373569247	3.21681915720211	0
153	1.76388843602044	1.89748757669936	0
154	3.011283503858	3.58490620150501	0
155	3.23522940364378	3.10130102008072	0
156	2.24468449602643	2.56022329980036	0
157	3.27034400861455	2.84215600288765	0
158	2.88795865932982	2.8376655180674	0
159	1.81381129448789	1.79339036533525	0
160	2.8736604206839	2.79605211450151	0
161	3.17260725609576	3.19916802709117	0
162	1.97236483569188	2.25504317792895	0
163	3.05684819378028	2.74581533784756	0
164	1.49589834305006	1.86513634165637	0
165	2.80283268637266	3.27365959367802	0
166	2.69334458515085	3.24186153751256	0
167	1.80752098138867	2.13481229782295	0
168	1.88008604649801	2.15508957458588	0
169	2.91343763808817	2.80134091973213	0
170	3.09112031231013	3.36783048903558	0
171	3.06779254615933	2.79962577865141	0
172	2.9451147429172	2.72899084483202	0
173	1.68237875037857	2.2423491770395	0
174	2.92200597302095	2.78992740113017	0
175	2.17461428727683	2.00094272227157	0
176	2.89383417439178	2.79250885061551	0
177	2.65731000436423	3.21641323070396	0
178	1.70671914872146	2.48590529641232	0
179	1.84064074361194	1.9006820464178	0
180	2.38319480358961	2.36733969247507	0
181	2.78525690288891	2.77526446088362	0
182	2.83306992841015	3.08174064885111	0
183	2.1234354443373	1.97097401524141	0
184	1.98459339947609	1.97317368092721	0
185	2.19285148716921	2.25735970719569	0
186	3.10160387341905	2.95170582461254	0
187	1.42784498999637	2.06287110375538	0
188	1.83141683483566	2.00795763956859	0
189	3.01273856925282	2.55144268212757	0
190	2.3735197682894	1.94871043405855	0
191	2.0317280231759	2.10049734086118	0
192	1.77280918851024	1.89392059475552	0
193	2.14463037443222	2.08741361424829	0
194	2.46688974010664	2.22651116456885	0
195	2.9861618629944	2.93401566285183	0
196	3.07929015657317	3.13001015364272	0
197	2.87312059958566	2.73702997436208	0
198	2.97457568136128	3.00481984612827	0
199	3.62430009789675	2.43866958790715	0
200	2.93458863857227	2.95443880405251	0
201	1.71095439204452	2.1952995254275	0
202	2.37999871519144	2.42989732685405	0
203	2.99414422374464	3.26979868202812	0
204	2.00262500518021	2.44646762347646	0
205	2.96723649711465	3.28326996988993	0
206	3.3312535132217	3.05133314094449	0
207	3.33161541059142	2.75884839394843	0
208	3.3527930159724	3.19645095670779	0
209	2.36664467889354	2.21313798486531	0
210	3.13582797284688	3.10976073941801	0
211	3.00526550533552	3.02486361425768	0
212	2.90190275046259	2.23846423630002	0
213	1.77179444363896	2.27925407202396	0
214	1.87229871560778	1.7048419539694	0
215	2.40760327369335	3.21601307512441	0
216	2.06998114976081	1.97546240258926	0
217	1.47634923219846	2.03093047855838	0
218	2.96410512207092	2.9044936377624	0
219	3.01497367077907	2.94686923880742	0
220	2.99105798203494	3.59518633780494	0
221	1.43610894264945	1.7443732890911	0
222	2.94927578980833	2.97252930517267	0
223	1.86428463099582	2.10401251156536	0
224	1.83692660001625	1.86970267192472	0
225	1.97419528705161	2.10264962548459	0
226	3.02878696828502	2.90521310928002	0
227	1.9116420628107	1.59588145283724	0
228	1.96747326145157	2.02348830734639	0
229	2.18227264054438	2.03224572768935	0
230	1.98857400983494	2.05512691393929	0
231	2.28808289119578	2.26990464800921	0
232	1.67336828706617	2.41453266990455	0
233	2.77049880754524	3.06312415676922	0
234	2.21448098107308	2.28527546666439	0
235	1.70871253980416	2.22520662173855	0
236	1.53923261246084	1.88050649898988	0
237	2.83498591996648	3.04395473832401	0
238	1.88611687412066	2.00436978975626	0
239	2.89842421738873	2.78398875222441	0
240	2.591894174483	2.98321646134637	0
241	2.82817524071083	2.97063136339547	0
242	1.92272138880707	1.94163333461408	0
243	2.13081916513294	1.95711341719444	0
244	1.98293959866884	2.42833568041234	0
245	2.59578619371599	2.2361198717476	0
246	2.03548829083019	1.92016789571373	0
247	2.91313733687536	2.85468288078492	0
248	1.99295444291534	2.1070829676326	0
249	1.89020261954946	2.04533460730446	0
250	3.2356170298051	2.93310131344116	0
251	2.63876495023166	2.69736425146916	0
252	3.2576095668539	2.48816909673551	0
253	1.89920576325671	2.30561126759561	0
254	2.62440085765457	2.55558326131657	0
255	2.13026621911319	1.85605300754673	0
256	3.09146219697921	3.3244563167434	0
257	2.04435653556344	1.89955476594793	0
258	2.81053228489371	2.98747897642879	0
259	2.21040781601841	1.93763535495976	0
260	2.13097275595855	2.02210552176117	0
261	3.12451310117071	2.99345194066394	0
262	2.98535336221653	2.92061422651745	0
263	2.44009898533457	3.10037476377257	0
264	1.91150152218663	1.6562621766455	0
265	1.71313283689722	1.89054498881389	0
266	2.20362995562197	2.01473139729541	0
267	1.78469357873632	2.47751623827476	0
268	2.35430084175751	2.711512409087	0
269	2.49894607112527	3.09421913021272	0
270	3.13223590460415	3.06153694717121	0
271	3.2885460076235	3.04312610412322	0
272	2.21610904971488	1.81445874489839	0
273	1.61480074638884	2.01581549855008	0
274	3.08987609989275	2.96385829576657	0
275	2.66005481862405	2.98964979711051	0
276	2.57794249305714	2.97188350436011	0
277	1.90378004770468	2.02358789732927	0
278	1.90770454051439	1.94015520560602	0
279	3.00215697472939	3.13175105211366	0
280	2.91300953601979	2.66165278546307	0
281	3.06890016849601	3.35876234669729	0
282	2.46688949753749	1.7556805300309	0
283	2.30757267018193	2.3005949621961	0
284	2.04982504922412	1.98734911475958	0
285	1.85033651576925	1.7210257535099	0
286	1.92227845707538	2.0243500415672	0
287	3.00765045608463	2.98258960538827	0
288	2.94434857976292	2.77173019548955	0
289	2.0890915992936	2.17664329204799	0
290	2.78791986929869	2.91858263279496	0
291	2.41203373305189	2.04105693887183	0
292	1.80896401902339	1.64055213154961	0
293	1.85067098275866	1.940519567566	0
294	3.24017334961516	3.33226571163492	0
295	1.91302196266846	2.039087242276	0
296	2.93966555213672	2.78045241429748	0
297	1.85767198663245	2.06747608873519	0
298	2.9713061688073	3.07718781045915	0
299	2.43318029672978	2.1711252767148	0
300	1.78230071270453	1.8552875838089	0
301	1.84297811008961	1.8797432203848	0
302	2.27491489897178	2.16381593268065	0
303	2.76552994221214	3.10827698828784	0
304	1.89121161206959	2.46231593211984	0
305	2.86960508050166	2.70382835239711	0
306	3.52919775537092	2.59728039913752	0
307	1.8827839530083	1.44963967862486	0
308	1.83909539929178	1.44414921194389	0
309	3.07172612200084	2.41985143105231	0
310	2.58925867661735	2.89848205093504	0
311	2.86618245886679	3.00635130209625	0
312	1.64398477275437	1.87667002915945	0
313	1.93108236635986	1.82256800853828	0
314	1.88976934192685	1.92991112620387	0
315	2.61239266372913	3.10432970525796	0
316	1.8186006553841	1.65415901115124	0
317	3.0710699177018	3.43566719516391	0
318	1.83188488805601	1.91011170961486	0
319	1.99574489653464	2.09478793388877	0
320	1.76101374987681	1.91350455607515	0
321	3.11760828621162	3.07786176788854	0
322	2.23735520173144	2.0218878103463	0
323	2.28165898052663	1.73001712290914	0
324	2.77022163878251	3.0481884622663	0
325	3.15298179818279	2.66462581860424	0
326	2.03601089279022	2.36356837674074	0
327	2.54393583601554	3.0759009761155	0
328	3.08121740394905	3.24927949519794	0
329	2.59954098775687	2.77820476453874	0
330	2.94576260751584	3.1113483127237	0
331	3.58666175763164	2.68020972324294	0
332	3.0886894232783	3.15422163859832	0
333	2.79058048952301	2.85220422405889	0
334	2.77564976827454	3.32811759178525	0
335	2.90328228828734	2.87242681509159	0
336	3.0598956899641	2.90754970842405	0
337	1.90013774268428	2.09251397196188	0
338	2.16659577050798	1.88482005315286	0
339	2.98133300543721	3.06467911005744	0
340	2.28214851612864	2.12400023658599	0
341	3.18893507222364	2.86521684081175	0
342	1.96677985560326	1.92555228014957	0
343	2.01237374541252	2.12345919407024	0
344	2.07455954355151	2.33159647417176	0
345	2.2172408717242	2.06921797646153	0
346	2.09410638278891	1.72514980235395	0
347	3.22381506822248	3.34374101659825	0
348	2.19025943128675	2.03041875412321	0
349	3.13226130958361	3.10565715542721	0
350	2.84983561058555	3.38806079501214	0
351	1.74143928955388	2.17039862957041	0
352	2.19166579541127	2.08907320436807	0
353	3.01864660163589	2.730725232649	0
354	3.23411143145778	2.99122620578258	0
355	1.59245041325849	2.11569556388144	0
356	1.33520694050082	2.15157988108984	0
357	2.70559275937934	2.71495092476626	0
358	2.90383864421437	2.8890409767112	0
359	3.31626945952219	3.05287425318297	0
360	2.29700744808808	2.07923565298121	0
361	2.18679708355116	1.70276376119907	0
362	2.11096580818636	2.08341858184357	0
363	1.75722385738888	2.07870430112896	0
364	3.20316851052726	3.14681484484996	0
365	2.06862908943098	1.77727122925112	0
366	2.10058541029439	1.82879747726492	0
367	2.74548953117816	2.98053631101479	0
368	2.80857445138048	3.13894674102072	0
369	1.85092149038737	1.98685817593261	0
370	1.90882661390208	2.03917596381809	0
371	1.77613335970158	2.09672562446482	0
372	3.35574587412903	3.09902164623914	0
373	2.37362113612284	1.48250374374662	0
374	3.16911518309041	2.90449776110554	0
375	1.66643538214931	1.66332062355061	0
376	3.00994168364662	2.6082513222846	0
377	2.76312785127328	3.06111086399041	0
378	2.23681299194344	1.96124747672729	0
379	3.05640216361778	3.112428025058	0
380	1.98945713717736	1.92827820190252	0
381	1.49232888305463	2.51612321533983	0
382	1.84141947657976	1.90931470850322	0
383	2.74829206192525	3.42039417906683	0
384	3.30621764104841	3.01621402658589	0
385	2.8355184768658	3.24222065964076	0
386	3.0030579959097	3.39231490363398	0
387	3.11922459223056	3.03711239534502	0
388	2.7870677006866	3.45568090003199	0
389	2.57969544612639	2.77775716047614	0
390	2.48897807706267	2.09752333067198	0
391	3.26954932592856	2.36020383341398	0
392	2.83588408125712	2.29136137368132	0
393	3.50281417036578	2.98885114338604	0
394	2.76390787729393	3.05952578695808	0
395	2.14414770415374	1.9479253111055	0
396	2.83049355460889	3.32446144766277	0
397	2.4089565457147	3.00508354542631	0
398	3.25860247162038	2.75094683990723	0
399	2.79859337311516	2.72042201891959	0
400	2.5120489746296	2.83502706756763	0
401	1.68680115998752	2.19437258895798	0
402	1.88328861348681	1.64577347171844	0
403	2.79921465316459	2.88391557714113	0
404	1.96657461008289	2.26943595149407	0
405	2.29469489278991	1.95501879104691	0
406	1.8706202393724	1.75529253516031	0
407	3.00258732864157	3.18000843983541	0
408	1.87549188732692	2.48238301345425	0
409	2.99721359703954	3.00287472496752	0
410	3.05337001222754	2.69785658656669	0
411	2.10656468269453	2.16922700875756	0
412	1.73786175873323	1.64499551570526	0
413	3.25723387314871	2.98192824811	0
414	2.76746087436892	2.95535272697817	0
415	3.18077512343445	3.00615303131198	0
416	2.94393526643709	2.92443756738623	0
417	3.05487738894826	3.09826573349502	0
418	2.68007770669894	2.85364219893056	0
419	1.75987390459171	1.80172065932308	0
420	3.06052949024628	2.77781993566159	0
421	3.21587991459533	2.79881156484053	0
422	1.77805356309247	1.50480088294402	0
423	3.11344547815892	2.54256489724887	0
424	3.14746995518363	2.9090352975073	0
425	1.84103848040528	2.16910832373662	0
426	1.9785173082571	2.04857323451144	0
427	3.37233899051862	3.13032593706893	0
428	2.44101308649192	2.10003930209181	0
429	2.70521051734058	3.32535701791619	0
430	2.88249177932478	2.94581713235612	0
431	1.81510925090217	2.38575364885168	0
432	2.28485017113582	1.69129354491159	0
433	1.73868665846326	2.30278632242068	0
434	2.97237764873352	2.58482504703268	0
435	3.11654160650851	2.90743938982391	0
436	2.43471816936363	2.24859859782887	0
437	2.11641560993261	1.61593907843069	0
438	2.98318109776925	2.67040103258882	0
439	1.92274675773822	1.58099904841751	0
440	2.66301864434272	2.80960665293586	0
441	3.05596089082823	3.08240574553193	0
442	1.87429582483937	2.60311341988594	0
443	2.59184136844138	2.60805806892289	0
444	1.97045898871786	1.82995544900079	0
445	3.09568310750307	2.99143942986701	0
446	1.8289972755657	2.41488769904747	0
447	2.82376966187314	3.16999371106128	0
448	2.76680273962339	3.31082984611379	0
449	3.43874653843551	2.9667528944226	0
450	3.08794502767034	3.0948088833839	0
451	2.886548989737	3.10081613504081	0
452	1.73634288400375	2.20506195933117	0
453	1.57343245234375	2.48769384880795	0
454	3.0458347998144	3.41773575819721	0
455	2.86682430200511	3.27268743360862	0
456	3.17999593253579	2.72427344676116	0
457	3.25296060824855	2.83551223880971	0
458	3.0563954158922	3.34728632891948	0
459	1.79671342948889	1.56842934941708	0
460	2.19331324435065	1.70402983995167	0
461	3.05870538148718	3.53303835264261	0
462	3.11312227315991	3.02447403635316	0
463	2.08472603130399	2.5052608903712	0
464	2.20014120085775	2.01956504379042	0
465	1.83689785440325	1.9022616562031	0
466	1.55786538733074	2.08887044818594	0
467	2.76681477230141	2.68423291272443	0
468	1.82635803506716	1.96259136491808	0
469	1.74994616315261	1.6138072258056	0
470	1.82804059724283	1.69648064922647	0
471	2.17288468776755	2.173687285914	0
472	3.07418329312353	3.20749653977028	0
473	1.92704065931303	1.80962694704709	0
474	2.64850927093303	2.85248558853262	0
475	2.3720630484489	2.47397229400765	0
476	3.25544764639717	2.86186483164582	0
477	2.97391412712633	2.75299951437657	0
478	2.81773883530133	3.0491393501822	0
479	3.32149600177007	2.62325040044643	0
480	2.71504938614331	3.19623938031012	0
481	2.01662930559579	2.07561797443495	0
482	3.07708281148984	2.65547913323398	0
483	2.83820464203806	3.11806178752196	0
484	3.15128002102054	3.22388899638783	0
485	1.69364112029246	2.21109074410039	0
486	2.3783320206433	2.1382830160519	0
487	2.51357422920901	2.77180412646618	0
488	2.87597441650436	2.98129875432991	0
489	1.88410100633848	2.12037036844337	0
490	2.2375221043814	1.96216069792558	0
491	3.39819268860437	2.93535684208081	0
492	2.21895819039683	1.97122313287819	0
493	3.46105612494827	2.02219848876415	1
494	3.44247163290102	1.20297275519927	1
495	0.173283333463578	2.87903179282402	1
496	1.46961541216679	1.30920799065114	1
497	1.06421935336169	3.02807323210082	1
498	1.73493920384443	1.02657852206159	1
499	2.95182906823163	1.80878174814023	1
