pointId anomalyscoreactuallabel
229 0.371714 0
230 0.37212 0
231 0.384896 0
232 0.45998 0
233 0.418853 0
234 0.387591 0
235 0.428335 0
236 0.478991 0
237 0.396236 0
238 0.372483 0
239 0.404286 0
240 0.427435 0
241 0.392259 0
242 0.369009 0
243 0.36913 0
244 0.413535 0
245 0.39976 0
246 0.371554 0
247 0.39457 0
248 0.371914 0
249 0.37361 0
250 0.389132 0
251 0.412454 0
252 0.452685 0
253 0.396568 0
254 0.423759 0
255 0.374501 0
256 0.388863 0
257 0.371002 0
258 0.401846 0
259 0.379766 0
260 0.366559 0
261 0.389252 0
262 0.388773 0
263 0.452151 0
264 0.423632 0
265 0.434548 0
266 0.373384 0
267 0.434479 0
268 0.425312 0
269 0.445273 0
270 0.388863 0
271 0.388863 0
272 0.386154 0
273 0.443509 0
274 0.38916 0
275 0.416244 0
276 0.432734 0
277 0.371726 0
278 0.370129 0
279 0.388863 0
280 0.410974 0
281 0.388863 0
282 0.434179 0
283 0.394052 0
284 0.368849 0
285 0.413536 0
286 0.370161 0
287 0.38934 0
288 0.408777 0
289 0.372406 0
290 0.404778 0
291 0.392593 0
292 0.447297 0
293 0.373354 0
294 0.388863 0
295 0.370589 0
296 0.404442 0
297 0.376207 0
298 0.388556 0
299 0.396409 0
300 0.398923 0
301 0.379412 0
302 0.376728 0
303 0.418853 0
304 0.416191 0
305 0.405663 0
306 0.436593 0
307 0.520753 0
308 0.534607 0
309 0.470088 0
310 0.42385 0
311 0.39407 0
312 0.447361 0
313 0.374018 0
314 0.373374 0
315 0.431454 0
316 0.439185 0
317 0.388863 0
318 0.379973 0
319 0.371914 0
320 0.402614 0
321 0.388863 0
322 0.373914 0
323 0.41148 0
324 0.418853 0
325 0.421224 0
326 0.401197 0
327 0.441957 0
328 0.388863 0
329 0.418691 0
330 0.38689 0
331 0.415523 0
332 0.388863 0
333 0.409044 0
334 0.416903 0
335 0.394657 0
336 0.389132 0
337 0.372981 0
338 0.381133 0
339 0.388504 0
340 0.372611 0
341 0.396156 0
342 0.370515 0
343 0.370265 0
344 0.390696 0
345 0.373134 0
346 0.393541 0
347 0.388863 0
348 0.371714 0
349 0.388863 0
350 0.396236 0
351 0.409982 0
352 0.371691 0
353 0.417367 0
354 0.38934 0
355 0.443429 0
356 0.518518 0
357 0.413074 0
358 0.394907 0
359 0.388863 0
360 0.377073 0
361 0.410115 0
362 0.366762 0
363 0.402172 0
364 0.388863 0
365 0.385984 0
366 0.372949 0
367 0.417617 0
368 0.405475 0
369 0.373503 0
370 0.371035 0
371 0.396224 0
372 0.388863 0
373 0.508194 0
374 0.389132 0
375 0.508769 0
376 0.432458 0
377 0.418619 0
378 0.379717 0
379 0.388863 0
380 0.370854 0
381 0.508307 0
382 0.378469 0
383 0.420887 0
384 0.388863 0
385 0.396236 0
386 0.388863 0
387 0.388863 0
388 0.409145 0
389 0.416782 0
390 0.395334 0
391 0.461607 0
392 0.43077 0
393 0.38934 0
394 0.418619 0
395 0.375572 0
396 0.396236 0
397 0.455167 0
398 0.415657 0
399 0.409755 0
400 0.424728 0
401 0.428609 0
402 0.432472 0
403 0.403531 0
404 0.382975 0
405 0.384569 0
406 0.401925 0
407 0.388863 0
408 0.420013 0
409 0.388863 0
410 0.414905 0
411 0.369002 0
412 0.475117 0
413 0.389699 0
414 0.414518 0
415 0.388863 0
416 0.387158 0
417 0.388863 0
418 0.414992 0
419 0.407137 0
420 0.410689 0
421 0.409264 0
422 0.519825 0
423 0.449139 0
424 0.389132 0
425 0.38088 0
426 0.37239 0
427 0.388863 0
428 0.393905 0
429 0.415899 0
430 0.385895 0
431 0.419633 0
432 0.42453 0
433 0.424253 0
434 0.438409 0
435 0.389132 0
436 0.396032 0
437 0.440816 0
438 0.418956 0
439 0.470506 0
440 0.41208 0
441 0.388863 0
442 0.439632 0
443 0.417708 0
444 0.372849 0
445 0.38934 0
446 0.423502 0
447 0.396236 0
448 0.418853 0
449 0.38916 0
450 0.388863 0
451 0.389684 0
452 0.411721 0
453 0.481642 0
454 0.388863 0
455 0.391963 0
456 0.417367 0
457 0.405882 0
458 0.388863 0
459 0.5062 0
460 0.414657 0
461 0.388863 0
462 0.388863 0
463 0.421903 0
464 0.373384 0
465 0.379973 0
466 0.458169 0
467 0.418199 0
468 0.376828 0
469 0.487299 0
470 0.426721 0
471 0.376105 0
472 0.388863 0
473 0.375647 0
474 0.415683 0
475 0.420324 0
476 0.397365 0
477 0.415708 0
478 0.396236 0
479 0.428727 0
480 0.419972 0
481 0.371825 0
482 0.421224 0
483 0.396236 0
484 0.388863 0
485 0.428335 0
486 0.389315 0
487 0.422046 0
488 0.388211 0
489 0.37361 0
490 0.379866 0
491 0.388435 0
492 0.374153 0
493 0.467875 1
494 0.663795 1
495 0.639905 1
496 0.689283 1
497 0.631831 1
498 0.728704 1
499 0.474383 1
500 0.388863 1
